Date,pH,EC,Temperature,Humidity,LightIntensity,CO2,TDS,Weight,GrowthStage
09-Feb-2024,5.5974540481853,1810.48747160165,26.6900228251695,73.2591491988545,740.059224400686,502.557641155055,1848.98896402384,76.8857058145311,0
10-Feb-2024,5.62278211838434,1892.2254032225,19.4489381577661,73.0751390291861,662.548150203417,656.024900722633,1962.88081466375,76.2999008335781,1
11-Feb-2024,5.59549797345695,2098.54912526162,26.9717451420233,76.1843649954008,615.649135443691,653.085815119671,2109.54680576162,73.7426638437129,2
12-Feb-2024,5.45542903989283,1793.31093292986,24.4431674421619,76.9103228467902,657.367825125898,615.058104174176,1935.39061011942,76.9125441312568,0
13-Feb-2024,5.52119383343561,1898.73310245789,23.9039684741635,83.6085023216928,405.241597877391,616.458139341976,2335.26002930922,85.9010266594441,1
14-Feb-2024,5.49474703924655,1891.7505574629,23.21799172168,89.715813493867,637.319078027341,500.685803964836,1953.81256964423,73.0113591582739,2
15-Feb-2024,5.56592522693614,1726.6977082149,26.5322144534201,81.7353154854776,900.591952590432,659.058616133796,2145.50242416594,98.0760057584608,0
16-Feb-2024,5.6093649381219,1896.10338460652,19.3868213205847,76.8222932928901,684.752166196016,525.378254001705,2242.94682412552,92.8220171073204,1
17-Feb-2024,5.61284502534352,1780.53211585449,34.4211471131581,84.001522856701,686.206042023442,524.035984667835,2157.03771854423,102.991603336442,2
18-Feb-2024,5.42240841148896,2064.03755297539,32.4003005072773,80.9658181040115,579.874633095489,648.996685514922,2346.19055707621,100.696486417166,0
19-Feb-2024,5.52827377178147,1911.1967917671,29.8998607417873,71.761859651467,695.377940498152,602.575950821475,2264.64262756952,104.942870553794,1
